texte,quantity_kg,article_context,machine_context
Ajout masse Fiber ratio — Cannelure Fluting ratio,85.935,,
Ajout masse Fiber ratio — Cannelure Fluting tour formation,411.908,,
Ajout masse Fiber ratio — Cannelure Fluting wet end,142.15,,
Ajout masse Fiber ratio — Cannelure Fluting — ligne papier,353.384,,
Ajout masse Fiber ratio — ligne papier,203.079,,
Ajout masse Fibre / charge : Apport pâte standard et flocon,297.638,,
Ajout masse Fibre / charge : Apport pâte standard et flocon (kg/t),289.96,,
Ajout masse Fibre / charge : Apport pâte standard et flocon kg/t papier,388.626,,
Ajout masse Fibre / charge : Apport pâte standard et flocon machine PM,410.842,,
Ajout masse Fibre / charge : Apport pâte standard et flocon ratio,485.82,,
Ajout masse Fibre / charge : Apport pâte standard et flocon tour formation,270.366,,
Ajout masse Fibre / charge : Apport pâte standard et flocon wet end,349.701,,
Ajout masse Fibre / charge : Apport pâte standard et flocon — ligne papier,202.248,,
Ajout masse Fibre / charge : Apport standard pulp et flocon,171.561,,
Ajout masse Fibre / charge : Apport standard pulp et flocon (kg/t),90.593,,
Ajout masse Fibre / charge : Apport standard pulp et flocon kg/t papier,116.308,,
Ajout masse Fibre / charge : Apport standard pulp et flocon machine PM,142.716,,
Ajout masse Fibre / charge : Apport standard pulp et flocon ratio,383.413,,
Ajout masse Fibre / charge : Apport standard pulp et flocon tour formation,47.844,,
Ajout masse Fibre / charge : Apport standard pulp et flocon wet end,249.765,,
Ajout masse Fibre / charge : Apport standard pulp et flocon — ligne papier,463.984,,
Ajout masse Flocon pulp apport résistance,325.443,,
Ajout masse Flocon pulp apport résistance (kg/t),458.337,,
Ajout masse Flocon pulp apport résistance kg/t papier,193.203,,
Ajout masse Flocon pulp apport résistance machine PM,138.3,,
Ajout masse Flocon pulp apport résistance ratio,62.082,,
Ajout masse Flocon pulp apport résistance tour formation,169.191,,
Ajout masse Flocon pulp apport résistance wet end,404.518,,
Ajout masse Flocon pulp apport résistance — ligne papier,266.083,,
Ajout masse Flocon pulp ratio,403.378,,
Ajout masse Flocon pulp ratio (kg/t),212.822,,
Ajout masse Flocon pulp ratio kg/t papier,307.942,,
Ajout masse Flocon pulp ratio machine PM,342.352,,
Ajout masse Flocon pulp ratio ratio,338.32,,
Ajout masse Flocon pulp ratio tour formation,399.842,,
Ajout masse Flocon pulp ratio wet end,415.156,,
Ajout masse Flocon pulp ratio — ligne papier,9.247,,
Ajout masse Flocon ratio pâte,246.444,,
Ajout masse Flocon ratio pâte (kg/t),385.405,,
Ajout masse Flocon ratio pâte kg/t papier,125.511,,
Ajout masse Flocon ratio pâte machine PM,409.036,,
Ajout masse Flocon ratio pâte ratio,465.762,,
Ajout masse Flocon ratio pâte tour formation,47.552,,
Ajout masse Flocon ratio pâte wet end,167.852,,
Ajout masse Flocon ratio pâte — ligne papier,254.309,,
Ajout masse Matière première fibreuse ligne carton,369.309,,
Ajout masse Matière première fibreuse ligne carton (kg/t),112.056,,
Ajout masse Matière première fibreuse ligne carton kg/t papier,324.402,,
Ajout masse Matière première fibreuse ligne carton machine PM,162.188,,
Ajout masse Matière première fibreuse ligne carton ratio,383.351,,
Ajout masse Matière première fibreuse ligne carton tour formation,211.815,,
Ajout masse Matière première fibreuse ligne carton wet end,50.657,,
Ajout masse Matière première fibreuse ligne carton — ligne papier,272.785,,
Ajout masse Matière première fibreuse ligne carton — Sotipapier,117.002,,
Ajout masse Matière première fibreuse ligne carton — Sotipapier (kg/t),165.718,,
Ajout masse Matière première fibreuse ligne carton — Sotipapier kg/t papier,178.881,,
Ajout masse Matière première fibreuse ligne carton — Sotipapier machine PM,496.565,,
Ajout masse Matière première fibreuse ligne carton — Sotipapier ratio,441.637,,
Ajout masse Matière première fibreuse ligne carton — Sotipapier tour formation,267.245,,
Ajout masse Matière première fibreuse ligne carton — Sotipapier wet end,26.21,,
Ajout masse Matière première fibreuse ligne carton — Sotipapier — ligne papier,398.605,,
Ajout masse Mélange déchets de papier et pulp,361.065,,
Ajout masse Mélange déchets de papier et pulp (kg/t),230.268,,
Ajout masse Mélange déchets de papier et pulp kg/t papier,99.503,,
Ajout masse Mélange déchets de papier et pulp machine PM,449.549,,
Ajout masse Mélange déchets de papier et pulp ratio,320.002,,
Ajout masse Mélange déchets de papier et pulp tour formation,408.442,,
Ajout masse Mélange déchets de papier et pulp wet end,483.81,,
Ajout masse Mélange déchets de papier et pulp — ligne papier,103.095,,
Ajout masse Mélange déchets de papier et pulp — Sotipapier,223.212,,
Ajout masse Mélange déchets de papier et pulp — Sotipapier (kg/t),93.841,,
Ajout masse Mélange déchets de papier et pulp — Sotipapier kg/t papier,185.338,,
Ajout masse Mélange déchets de papier et pulp — Sotipapier machine PM,58.56,,
Ajout masse Mélange déchets de papier et pulp — Sotipapier ratio,315.591,,
Ajout masse Mélange déchets de papier et pulp — Sotipapier tour formation,287.562,,
Ajout masse Mélange déchets de papier et pulp — Sotipapier wet end,176.584,,
Ajout masse Mélange déchets de papier et pulp — Sotipapier — ligne papier,489.722,,
Ajout masse Mélange papier de récupération et pulp,95.894,,
Ajout masse Mélange papier de récupération et pulp (kg/t),174.307,,
Ajout masse Mélange papier de récupération et pulp kg/t papier,475.422,,
Ajout masse Mélange papier de récupération et pulp machine PM,341.729,,
Ajout masse Mélange papier de récupération et pulp ratio,33.642,,
Ajout masse Mélange papier de récupération et pulp tour formation,382.048,,
Ajout masse Mélange papier de récupération et pulp wet end,295.831,,
Ajout masse Mélange papier de récupération et pulp — ligne papier,206.38,,
Ajout masse Mélange papier de récupération et pulp — Sotipapier,271.967,,
Ajout masse Mélange papier de récupération et pulp — Sotipapier (kg/t),220.109,,
Ajout masse Mélange papier de récupération et pulp — Sotipapier kg/t papier,404.335,,
Ajout masse Mélange papier de récupération et pulp — Sotipapier machine PM,39.205,,
Ajout masse Mélange papier de récupération et pulp — Sotipapier ratio,86.029,,
Ajout masse Mélange papier de récupération et pulp — Sotipapier tour formation,55.947,,
Ajout masse Mélange papier de récupération et pulp — Sotipapier wet end,466.067,,
Ajout masse Mélange papier de récupération et pulp — Sotipapier — ligne papier,380.216,,
Ajout masse Mélange waste paper et pulp,404.051,,
Ajout masse Mélange waste paper et pulp (kg/t),57.863,,
Ajout masse Mélange waste paper et pulp kg/t papier,247.641,,
Ajout masse Mélange waste paper et pulp machine PM,259.781,,
Ajout masse Mélange waste paper et pulp ratio,250.126,,
Ajout masse Mélange waste paper et pulp tour formation,201.064,,
Ajout masse Mélange waste paper et pulp wet end,168.422,,
Ajout masse Mélange waste paper et pulp — ligne papier,197.248,,
Ajout masse Mélange waste paper et pulp — Sotipapier,203.236,,
Ajout masse Mélange waste paper et pulp — Sotipapier (kg/t),310.767,,
Ajout masse Mélange waste paper et pulp — Sotipapier kg/t papier,403.84,,
Ajout masse Mélange waste paper et pulp — Sotipapier machine PM,455.482,,
Ajout masse Mélange waste paper et pulp — Sotipapier ratio,1.766,,
Ajout masse Mélange waste paper et pulp — Sotipapier tour formation,224.448,,
Ajout masse Mélange waste paper et pulp — Sotipapier wet end,384.862,,
Ajout masse Mélange waste paper et pulp — Sotipapier — ligne papier,148.273,,
Ajout masse papier de récupération Ratio,165.571,,
Ajout masse papier de récupération Ratio (kg/t),320.423,,
Ajout masse papier de récupération Ratio kg/t papier,2.821,,
Ajout masse papier de récupération Ratio machine PM,166.924,,
Ajout masse papier de récupération ratio masse,61.625,,
Ajout masse papier de récupération ratio masse (kg/t),135.249,,
Ajout masse papier de récupération ratio masse kg/t papier,358.091,,
Ajout masse papier de récupération ratio masse machine PM,95.227,,
Ajout masse papier de récupération ratio masse ratio,257.884,,
Ajout masse papier de récupération ratio masse tour formation,239.988,,
Ajout masse papier de récupération ratio masse wet end,339.102,,
Ajout masse papier de récupération ratio masse — ligne papier,200.173,,
Ajout masse papier de récupération Ratio ratio,237.591,,
Ajout masse papier de récupération Ratio tour formation,172.723,,
Ajout masse papier de récupération Ratio wet end,184.248,,
Ajout masse papier de récupération Ratio — ligne papier,332.962,,
Ajout masse Pulp Ratio,75.803,,
Ajout masse Pulp Ratio (kg/t),480.504,,
Ajout masse Pulp Ratio kg/t papier,478.19,,
Ajout masse Pulp ratio Kraft pour sacs,392.738,,
Ajout masse Pulp ratio Kraft pour sacs (kg/t),480.254,,
Ajout masse Pulp ratio Kraft pour sacs kg/t papier,220.669,,
Ajout masse Pulp ratio Kraft pour sacs machine PM,80.588,,
Ajout masse Pulp ratio Kraft pour sacs ratio,116.384,,
Ajout masse Pulp ratio Kraft pour sacs tour formation,16.722,,
Ajout masse Pulp ratio Kraft pour sacs wet end,257.678,,
Ajout masse Pulp ratio Kraft pour sacs — ligne papier,227.733,,
Ajout masse Pulp Ratio machine PM,143.899,,
Ajout masse Pulp Ratio ratio,323.254,,
Ajout masse Pulp Ratio tour formation,45.964,,
Ajout masse Pulp Ratio wet end,431.068,,
Ajout masse Pulp Ratio — ligne papier,168.209,,
Ajout masse pâte flocon apport résistance,399.274,,
Ajout masse pâte flocon apport résistance (kg/t),204.027,,
Ajout masse pâte flocon apport résistance kg/t papier,81.423,,
Ajout masse pâte flocon apport résistance machine PM,96.759,,
Ajout masse pâte flocon apport résistance ratio,315.961,,
Ajout masse pâte flocon apport résistance tour formation,116.544,,
Ajout masse pâte flocon apport résistance wet end,408.181,,
Ajout masse pâte flocon apport résistance — ligne papier,442.119,,
Ajout masse pâte flocon ratio,190.073,,
Ajout masse pâte flocon ratio (kg/t),357.733,,
Ajout masse pâte flocon ratio kg/t papier,491.798,,
Ajout masse pâte flocon ratio machine PM,128.944,,
Ajout masse pâte flocon ratio ratio,416.398,,
Ajout masse pâte flocon ratio tour formation,275.062,,
Ajout masse pâte flocon ratio wet end,188.559,,
Ajout masse pâte flocon ratio — ligne papier,354.093,,
Ajout masse pâte standard fibre vierge,317.348,,
Ajout masse pâte standard fibre vierge (kg/t),374.634,,
Ajout masse pâte standard fibre vierge kg/t papier,211.48,,
Ajout masse pâte standard fibre vierge machine PM,159.844,,
Ajout masse pâte standard fibre vierge ratio,59.483,,
Ajout masse pâte standard fibre vierge tour formation,185.854,,
Ajout masse pâte standard fibre vierge wet end,129.017,,
Ajout masse pâte standard fibre vierge — ligne papier,430.322,,
Ajout masse pâte standard ratio,203.494,,
Ajout masse pâte standard ratio (kg/t),409.884,,
Ajout masse pâte standard ratio kg/t papier,39.861,,
Ajout masse pâte standard ratio machine PM,389.235,,
Ajout masse pâte standard ratio ratio,458.882,,
Ajout masse pâte standard ratio tour formation,231.557,,
Ajout masse pâte standard ratio wet end,435.668,,
Ajout masse pâte standard ratio — ligne papier,346.522,,
Ajout masse ratio fibre,174.927,,
Ajout masse ratio fibre (kg/t),80.753,,
Ajout masse Ratio fibre / déchets papier process,449.06,,
Ajout masse Ratio fibre / déchets papier process (kg/t),160.4,,
Ajout masse Ratio fibre / déchets papier process kg/t papier,371.638,,
Ajout masse Ratio fibre / déchets papier process machine PM,436.381,,
Ajout masse Ratio fibre / déchets papier process ratio,289.616,,
Ajout masse Ratio fibre / déchets papier process tour formation,37.438,,
Ajout masse Ratio fibre / déchets papier process wet end,343.464,,
Ajout masse Ratio fibre / déchets papier process — ligne papier,401.099,,
Ajout masse Ratio fibre déchets papier,226.338,,
Ajout masse Ratio fibre déchets papier (kg/t),396.579,,
Ajout masse Ratio fibre déchets papier kg/t papier,493.148,,
Ajout masse Ratio fibre déchets papier machine PM,450.736,,
Ajout masse Ratio fibre déchets papier ratio,20.63,,
Ajout masse Ratio fibre déchets papier tour formation,107.044,,
Ajout masse Ratio fibre déchets papier wet end,162.061,,
Ajout masse Ratio fibre déchets papier — ligne papier,73.415,,
Ajout masse ratio fibre global 1.1,191.341,,
Ajout masse ratio fibre global 1.1 (kg/t),399.249,,
Ajout masse ratio fibre global 1.1 kg/t papier,207.809,,
Ajout masse ratio fibre global 1.1 machine PM,284.748,,
Ajout masse ratio fibre global 1.1 ratio,333.202,,
Ajout masse ratio fibre global 1.1 tour formation,466.762,,
Ajout masse ratio fibre global 1.1 wet end,46.262,,
Ajout masse ratio fibre global 1.1 — ligne papier,194.296,,
Ajout masse ratio fibre kg/t papier,279.525,,
Ajout masse ratio fibre machine PM,57.364,,
Ajout masse ratio fibre ratio,171.98,,
Ajout masse ratio fibre tour formation,295.961,,
Ajout masse ratio fibre wet end,132.587,,
Ajout masse ratio fibre — Cannelure Fluting,247.775,,
Ajout masse ratio fibre — Cannelure Fluting (kg/t),233.001,,
Ajout masse ratio fibre — Cannelure Fluting kg/t papier,182.12,,
Ajout masse ratio fibre — Cannelure Fluting machine PM,419.224,,
Ajout masse ratio fibre — Cannelure Fluting ratio,360.379,,
Ajout masse ratio fibre — Cannelure Fluting tour formation,272.335,,
Ajout masse ratio fibre — Cannelure Fluting wet end,167.267,,
Ajout masse ratio fibre — Cannelure Fluting — ligne papier,479.709,,
Ajout masse ratio fibre — ligne papier,140.525,,
Ajout masse ratio pâte,457.826,,
Ajout masse ratio pâte (kg/t),317.995,,
Ajout masse ratio pâte kg/t papier,199.433,,
Ajout masse ratio pâte Kraft pour sacs,333.039,,
Ajout masse ratio pâte Kraft pour sacs (kg/t),477.014,,
Ajout masse ratio pâte Kraft pour sacs kg/t papier,246.539,,
Ajout masse ratio pâte Kraft pour sacs machine PM,165.865,,
Ajout masse ratio pâte Kraft pour sacs ratio,192.669,,
Ajout masse ratio pâte Kraft pour sacs tour formation,3.548,,
Ajout masse ratio pâte Kraft pour sacs wet end,496.777,,
Ajout masse ratio pâte Kraft pour sacs — ligne papier,231.369,,
Ajout masse ratio pâte machine PM,356.807,,
Ajout masse ratio pâte ratio,311.684,,
Ajout masse ratio pâte tour formation,177.373,,
Ajout masse ratio pâte wet end,180.118,,
Ajout masse ratio pâte — ligne papier,324.424,,
Ajout masse Standard pulp fibre vierge,365.178,,
Ajout masse Standard pulp fibre vierge (kg/t),451.22,,
Ajout masse Standard pulp fibre vierge kg/t papier,189.975,,
